objectid,title,author,age_group,boy,girl,gender_neutral,required_cast,ensemble,length,genre,date_published,date_description,publisher,licensing,musical,adaptation,adaptation_of,description,colocated,notes,format
63,Case of the Punjabi Ruby,"Willment, Frank",06-12,5,5,6,16,,11,Mystery,2000,,"Sterling Partners, Inc.",TRUE,FALSE,FALSE,,The auction of a valuable gem comes to a screeching halt,,,
64,"Castle of Frowns, The","Stephens, Jeffryn",04-08,1,3,8,12,FALSE,5,Comedy,1984,,YPPC,FALSE,FALSE,FALSE,,Adults try to make a grumpy child less cranky. Happy shows the child that laughter and joy are contagious.,,,
65,"Cat that Walked by Himself, The","Stephens, Jeffryn",04-12,1,1,5,7,FALSE,10,Folktales,2008,,YPPC,FALSE,FALSE,TRUE,Adaptation of Rudyard Kipling's The Cat that Walked by Himself from the Just So Stories.,"How some animals became domesticated, and some less so.",,,
66,"Caucasian Chalk Circle, The","Brecht, Bertolt",12-18,39,14,4,57,,109,Folktales,1944,,Concord Theatricals,TRUE,FALSE,FALSE,,"THE CAUCASIAN CHALK CIRCLE is a parable inspired by the Chinese play CHALK CIRCLE. Written at the close of World War II, the story is set in the Causasus Mountains of Georgia, and retells the tale of King Solomon and a child claimed by two mothers.",,,
67,"Cave, The","Kelly, Tim",12-18,0,0,12,12,,12,Drama,1977,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"When the audience enters, the curtains are open and the stage empty. Slowly the cast enters, wondering what it’s to perform. To warm up, they do pantomime scenes from their “great success,” The Black Death. Then they discover three cards marked “Sea,” “Cave,” and “Future.” They reject the sea (too cold) and the future (too far) and opt to create life in a dark cave, when early man was threatened both by marauding beasts and by his fear of the unknown. Hunters and a warrior journey forth in search of prey but return empty-handed, as even the animals have fled the hostile terrain. Then the warrior discovers a “strange tribe” with the unheard-of gift of laughter, and a “great winged thing” invades the sanctuary, causing panic. A decision must be made whether to leave or stay—and the vote is to venture forth, despite what might lie ahead. Everything’s here from a touch of Pirandello to Story Theatre, and the play requires nothing in the way of “production” except imagination.",,,
68,"Chalk Garden, The","Bagnold, Enid",12-18,2,7,0,9,,162,Drama,1955,,"Samuel French, Inc.",TRUE,FALSE,TRUE,Adaptation of a book by the same name.,"Revived to acclaim on the West End in 2008, this psychological chamber piece explores the secret world of childhood through the prism of a dyed-in-the-wool British dowager Mrs. St. Maugham and her precocious and equally eccentric granddaughter Laurel. When enigmatic Miss Madrigal is hired as household companion and manager, the two finally meet their match.",,,
69,Changeling,"Stephens, Jeffryn",14-18,10,14,0,24,,53,Fairytales,1985,,YPPC,FALSE,TRUE,FALSE,,"A child is stolen away by the fairies, who leave a changeling in its place.",,Music and lyrics by Ty Stephens. No score included.,
70,"Charles Dickens Christmas, A","Scott, Robert Owens",12-18,4,2,0,6,,47,Comedy;Holiday drama,1988,,Music Theater International,TRUE,TRUE,TRUE,Adaptation of A Christmas Carol from the author's perspective of writing.,A young author struggles to write the Christmas story that will become the most famous holiday tale of all time.,,,
71,Charlie and the Chocolate Factory,"George, Richard R.",04-18,10,9,0,19,TRUE,59,Comedy,1976,,Dramatic Publishing,TRUE,FALSE,TRUE,Adaptation of Roald Dahl's novel Charlie and the Chocolate Factory,"Charlie lives in poverty with his parents. He wins a contest to visit a chocolate factory, and eventually wins the factory.",,,
72,Charlotte's Web,"Robinette, Joseph",04-18,7,9,0,16,TRUE,38,Fantasy,1989,,Dramatic Publishing,TRUE,FALSE,TRUE,Adaptation of EB White's book Charlotte's Web.,"Determined to save Wilbur, Charlotte begins her campaign with the ""miracle"" of her web in which she writes, ""Some pig."" It's the beginning of a victorious campaign which ultimately ends with the now-safe Wilbur doing what is most important to Charlotte. This is a beautiful, knowing play about friendship that will give your actors a great opportunity and your audience an evening of enchantment.",,,
73,Charlotte's Web - Musical,"Robinette, Joseph",14-18,7,9,0,16,TRUE,38,Fantasy;Musical,1989,,Dramatic Publishing,TRUE,TRUE,TRUE,Adaptation of EB White's book Charlotte's Web.,"Determined to save Wilbur, Charlotte begins her campaign with the ""miracle"" of her web in which she writes, ""Some pig."" It's the beginning of a victorious campaign which ultimately ends with the now-safe Wilbur doing what is most important to Charlotte. This is a beautiful, knowing play about friendship that will give your actors a great opportunity and your audience an evening of enchantment.",,,
74,Cheating Cheaters,"Patrick, John",12-18,2,3,0,5,,70,,1983,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"Faced with the responsibility of looking after their orphaned niece, Theresa and Angelica, two middle-aged sisters, have settled on the idea of impersonating begging nuns in order to send Tania to art school in Europe, but as the play begins they have run into double trouble: An agile young cat burglar is about to make off with their ill-gotten gains; and a suspicious policeman has followed Theresa (and her collection bucket) home. However all is not as desperate as it seems, as the personable young thief happens to be a medical student who steals to pay his tuition (and is willing to consider alternative means of fund raising) while the cop, as it turns out, is also not above taking what he can on the side. So the four join forces for some inspired larceny and things go swimmingly—or do until the supposedly saintly Tania turns up unannounced. Trying to hide the truth from their niece, Theresa and Angelica decide to “go straight,” which also, unfortunately, means going broke and results in a series of hilarious misunderstandings. In the end, however, it develops that Tania is not quite the paragon her aunts believed her to be—but the confession of her own misdeeds (she is an accomplished art forger) is steadily forgiven when she also reveals that the rather considerable earnings from her illegal activities are merrily piling up interest in a Swiss bank!",,,
75,"Chest of Dreams, The","Bush, Max",06-18,3,4,0,7,,41,,1978,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"Grandmother leaves Lily a large chest containing everything her friends can imagine; without imagination, the chest appears empty. Karkino, a ghostly hypnotist, threatens their creative spirit by planting self-defeating messages in their minds; however, he only lives as long as his debilitating messages stick. Lily makes allies of the audience and combats Karkino with her own self-assurance, reinforced by the audience, until the hypnotist is conquered and Lily's friends recover their strength. The Chest of Dreams is written for young adults to perform for children 6 to 10 years old. It is a keenly perceptive play about self-esteem—with a fresh point of view. It celebrates young people's intelligence, their zest for life and their capacity to unite in the face of danger.",,This is located in the Blithe Spirit binder.,
76,"Children's Hour, The","Hellman, Lillian",14-18,2,12,0,14,,37,,1934,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"A serious and adult play about two women who run a school for girls. After a malicious youngster starts a rumor about the two women, the rumor soon turns to scandal. As the young girl comes to understand the power she wields, she sticks by her story, which precipitates tragedy for the women. It is later discovered that the gossip was pure invention, but it is too late. Irreparable damage has been done.",,,
77,"Chinese Wall, The","Frisch, Max",10-18,3,2,11,16,,33,,1947,,Unknown,TRUE,FALSE,FALSE,,"Among the first theatre works to address the entirely new issue of the possibility, now in the nuclear age, of global extinction. Coming so soon after the defeat of fascism, it also served to slam all manner of authoritarian rule.",,,
78,"Choice, The","Schmidt, Linda",08-18,2,11,2,15,,22,,,1970s,Unknown,TRUE,FALSE,TRUE,Adapted from the story Becky's Horse by Winifred Madison.,Becky must decide whether to keep the horse she won or take the prize money to help an Austrian cousin orphaned during the invasion of Hitler's troops.,,Adapted by Jeffryn Stephens,
79,"Christmas Carol, A","Stephens, Jeffryn",04-99,25,30,3,58,TRUE,56,Comedy;Holiday drama,1981,,YPPC,FALSE,TRUE,TRUE,A Christmas Carol by Charles Dickens,An adaptation of A Christmas Carol.,,Music and lyrics by Ty Stephens and Marilyn Older. Score included in green binder.,
80,City Mouse and Country Mouse,"Bennett, Rowena",04-08,0,0,5,5,FALSE,4,,1987,,Unknown,TRUE,FALSE,TRUE,Adaptation of City Mouse and Country Mouse.,"The Country Mouse is enjoying their life in the country, until their cousin visits. When they travel to their cousin's so they can show the Country Mouse the wonders of the city, they are threatened by cats and traps.",,,
81,Clara,"Miller, Arthur",14-18,3,1,0,4,,25,,1991,,Dramatists Play Service Inc.,TRUE,FALSE,FALSE,,"CLARA, is a powerful and moving drama in which an aging father is forced to come to grips with the crushing reality of his daughter’s senseless murder. Grilled relentlessly by a dispassionate detective, the father is unable to bring his memory into focus until, in the trenchant monologue recalling a disquieting incident from his wartime experience, the past suddenly clarifies the present and, relieving the father’s tortured conscience, unlocks the damning evidence which the detective has been seeking.",,,
82,"Classical Book Case, The","Covington, Claudia Carter",04-10,11,8,10,29,,13,,1984,,Unknown,TRUE,FALSE,TRUE,"Adapted from several books, including Treasure Island, Peter Rabbit, and others.",Students are trying to find a book for a book report. Scenes from some classical stories are acted out onstage.,,"Written by Claudia Carter Covington, Dee Walston, and Jody Weatherly. May have been a student publication.",
83,"Clean Sweep, A","Various,",08-18,0,0,21,21,TRUE,19,Comedy,,Various,Various,TRUE,FALSE,FALSE,,"A compliation of scenes including scenes from: Argument Clinic, Help Wanted, Crunchy Frog, and The Girl Whose Fortune Sought Her",,,
84,Closing,"Unknown,",14-18,3,3,0,6,FALSE,10,Drama,,Unknown,Unknown,TRUE,FALSE,FALSE,,"A dramatization of one family's experience of the White Furniture Company in Mebane, North Carolina, closing in 1993. After a 112 year history, the family-owned factory was bought out by a larger company out of Hickory in 1985. They closed it down 8 years later, putting 203 men and women out of work.",,This is what looks like a locally written play possibly by Eric Singdahlson? That is the only name on the play that isn't listed as having a role. This seems to be a unique copy.,
499,Clown-A-Rama!,"Murray, John",08-18,4,5,0,9,FALSE,20,Comedy,1979,,"Plays, Inc.",TRUE,FALSE,FALSE,,Tension mounts as the amateur clown competition nears its dramatic finale.,,,
85,Cocaine,"King, Pendleton",16-18,1,1,0,2,,8,,1916,,Unknown,FALSE,FALSE,FALSE,,"Cocaine is an honest portrait of drug abuse, prostitution, and finding love and hope in the quiet hours of the morning when all else seems futile. Joe, a former boxer, and Nora, his frail wife whose illness has incapacitated her from streetwalking, discuss their desperate situation and contemplate giving up entirely. Content warning for discussion of drug use, sex work, and a suicide attempt.",,,
86,Coffee: A Relativity,"Hartig, Herbert",14-18,3,2,0,5,FALSE,5,,1956,,Avon Books,TRUE,FALSE,FALSE,,"A man meets a woman in a diner, and as they drink their coffee he acts jealous whenever she speaks to another man. He harasses her so much that the counterman comes over to check on her. Though she reassures him, eventually the harassment gets so intense that she grabs her things and leaves. Another woman comes in and the scene starts to repeat.","Also located in the folder labeled ""Night of the Slaughtered Chicken"".","Published in The Greatest Revue Sketches, compiled and edited by Donald Oliver",
87,"Colored Museum, The","Wolfe, George",14-18,2,3,0,5,,9,,1986,,Agency for Performing Arts,TRUE,FALSE,FALSE,,"The Colored Museum is a provocative and seriously funny tour of eleven “exhibits”—toxic narratives about Black American experiences. From confrontational to aspirational, morbid to triumphant, Wolfe’s satiric sketches target America’s most pernicious stereotypes of Black culture, looking to retire outdated exhibits and make room for the future.",,,
88,Comedy Collage,"Various,",12-18,0,0,30,30,TRUE,30,Comedy,,Various,Various,TRUE,FALSE,FALSE,,"A comedy compilation including Scene 1 from As You Like It, A Midsummer Night's Dream, I'm Herbert, The Drowned Man, The School for Wives, One Sunday Afternoon, Fish License, Argument Clinic, Crunchy Frog, Holy Grail",,,
